,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
222,150162990250052,School,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,399,,83.7,15.0,,,,,14.3,8.8,,88.5,3.5,178.0,74.1,336.0,83.2,,22.5,5.0,,,,80.0,,,,83.4,,,,,13289.86,18638.39,433.0,410.5,71.8,24.3,3.9,0.0,2021
223,150162990250053,School,Disney II Magnet HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",777,17.9,23.0,52.5,3.9,,,2.3,25.1,13.6,7.7,60.0,4.1,178.0,84.9,520.0,66.6,,18.8,2.8,,,,89.9,,,,54.5,,,,,,,489.4,442.4,50.9,37.7,10.7,0.6,2021
224,150162990250526,School,Chicago Vocational Career Acad HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,Schoolwide Title I Program,659,,96.1,2.9,,,,,30.2,27.5,2.7,92.3,33.4,178.0,76.8,740.0,85.0,8.4,23.8,5.0,,,,84.0,,,,70.4,,,,,15228.76,21842.15,403.1,379.4,92.4,7.6,0.0,0.0,2021
225,150162990250531,School,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,489,,97.3,2.2,,,,,26.2,24.1,,98.6,9.0,178.0,71.3,459.0,95.2,,28.2,5.0,,,,88.1,,,,85.3,,,,,12448.25,17945.32,408.4,373.4,88.1,11.9,0.0,0.0,2021
226,150162990250533,School,Jones College Prep High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1954,38.7,11.7,29.5,15.5,0.7,,3.6,21.6,7.2,1.3,35.5,,178.0,89.2,738.0,38.6,,27.9,0.0,,,,95.6,,,,38.6,,,,,8263.04,12978.47,632.7,634.3,0.8,8.8,54.1,36.3,2021
227,150162990250534,School,Prosser Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1110,2.1,25.2,72.0,,,,,19.1,13.1,11.7,89.1,2.9,178.0,83.1,768.0,70.1,,27.6,5.0,,,,94.1,,,,62.3,,,,,11614.66,16826.89,461.5,445.5,52.8,32.4,14.8,0.0,2021
228,150162990250536,School,Richards Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,242,,41.7,53.3,,,,4.1,27.3,24.4,36.4,88.8,35.5,178.0,74.6,343.0,85.5,14.7,19.4,3.1,,,,78.9,,,,78.4,,,,,17267.49,23735.08,382.7,376.9,91.5,7.0,1.4,0.0,2021
229,150162990250537,School,Simeon Career Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1346,,98.1,1.0,,,,,15.9,13.7,,84.3,4.7,178.0,76.9,1226.0,94.1,,26.8,2.6,,,,93.1,,,,81.7,,,,,10225.83,15271.03,416.5,397.8,79.2,19.0,1.8,0.0,2021
230,150162990250543,School,Corliss High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,308,,94.5,4.5,,,,,40.3,35.7,,90.3,18.2,178.0,74.7,351.0,82.4,5.8,23.1,5.0,,,,87.5,,,,75.0,,,,,16563.2,22698.05,390.8,386.4,87.8,10.0,1.1,1.1,2021
231,150162990250545,School,Clemente Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,672,2.4,31.5,64.3,,,,,34.8,30.4,19.8,87.4,20.4,178.0,67.9,723.0,92.0,4.4,24.6,3.0,,,,83.1,,,,85.7,,,,,12492.04,18070.09,405.9,388.1,81.2,16.8,2.0,0.0,2021
232,150162990250616,School,Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,57,,93.0,,,,,,45.6,43.9,,89.5,,178.0,66.0,216.0,81.5,13.1,21.9,3.4,,,,80.0,,,,81.9,,,,,34085.25,42422.08,402.3,366.3,86.7,13.3,0.0,0.0,2021
233,150162990250617,School,Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,3048,1.4,11.2,84.6,2.1,,0.4,,16.2,11.2,19.8,87.3,2.2,178.0,77.7,2370.0,72.1,4.4,27.6,5.0,,,,94.2,,,,66.0,,,,,9450.17,14282.5,445.6,440.8,54.6,32.5,12.0,0.9,2021
234,150162990250763,School,Julian High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,392,,96.9,,,,,,33.4,30.6,,87.8,29.8,178.0,74.0,437.0,92.0,3.4,25.0,0.0,,,,87.9,,,,80.1,,,,,17693.95,24199.18,397.7,376.9,93.5,6.5,0.0,0.0,2021
235,150162990250764,School,Young Magnet High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",2140,25.9,17.7,28.5,22.6,0.9,,4.3,14.4,7.7,2.5,36.8,0.6,178.0,93.5,158.0,7.7,,26.3,0.0,,,,94.5,,,,18.7,,,,,9156.56,14630.33,633.9,640.3,1.4,7.6,52.9,38.2,2021
236,150162990250767,School,Juarez Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1696,1.4,2.2,94.6,0.8,,0.6,,21.4,16.5,28.5,90.4,1.5,178.0,78.5,1408.0,79.6,1.1,25.5,3.0,,,,93.8,,,,66.4,,,,,9456.27,14211.15,425.0,401.9,73.4,24.1,2.5,0.0,2021
237,150162990250772,School,Chicago HS for Agricult Sciences,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",808,27.8,50.7,19.8,,,,,29.8,22.5,2.7,51.5,2.1,178.0,90.8,254.0,34.7,,25.7,2.6,,,,98.8,,,,33.5,,,,,13524.79,20232.8,477.8,454.0,52.0,29.9,16.9,1.1,2021
238,150162990250779,School,Hancock College Preparatory HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1019,4.6,1.7,91.9,1.3,,,,9.2,3.5,2.2,71.5,,178.0,91.7,170.0,16.8,,26.4,3.0,,,,96.6,,,,26.0,,,,,9321.1,13679.93,532.0,509.4,16.3,42.5,39.9,1.3,2021
239,150162990250788,School,Brooks College Prep Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,983,,78.1,19.4,,,,,13.2,6.5,,66.0,1.3,178.0,86.6,665.0,69.9,1.2,25.8,0.0,,,,96.7,,,,49.7,,,,,9734.25,15767.87,549.9,517.8,12.7,45.6,40.4,1.3,2021
240,150162990250794,School,Northside College Preparatory Hs,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1040,34.8,5.9,28.9,20.7,1.2,,8.2,17.9,6.7,1.6,37.1,,178.0,91.9,400.0,38.9,,27.1,0.0,,,,96.1,,,,26.5,,,,,9528.24,14279.39,643.8,645.7,0.4,7.2,50.4,42.0,2021
241,150162990250795,School,Chicago Military Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,240,,60.0,35.4,,,,,20.4,12.5,7.9,87.1,15.0,178.0,81.3,194.0,77.9,,17.3,5.0,,,,84.8,,,,60.6,,,,,18956.13,24176.36,429.7,400.0,78.7,18.0,3.3,0.0,2021
242,150162990250796,School,Payton College Preparatory HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1193,40.8,9.7,22.5,22.1,,,4.1,15.4,7.9,1.3,29.7,,178.0,91.8,383.0,32.9,,26.3,5.0,,,,88.1,,,,29.8,,,,,8928.52,13672.88,678.9,683.0,1.1,3.6,30.4,65.0,2021
243,150162990250803,School,Phoenix Military Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,540,2.8,14.1,78.9,2.8,,,,14.4,8.1,13.1,85.6,,178.0,88.8,279.0,51.4,,24.3,0.0,,,,87.5,,,,40.4,,,,,12507.17,17164.88,467.3,452.9,45.3,41.7,12.2,0.7,2021
244,150162990250818,School,Spry Community Links High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,88,,,97.7,,,,,34.1,29.5,45.5,86.4,,178.0,65.1,78.0,87.6,,17.9,0.0,,,,84.0,,,,79.8,,,,,27047.67,35607.75,396.8,399.5,72.7,27.3,0.0,0.0,2021
245,150162990250820,School,Chicago Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,560,16.1,3.9,75.4,3.0,,,,25.5,18.0,16.3,76.4,2.7,178.0,90.3,198.0,34.9,,27.9,3.0,,,,91.9,,,,31.6,,,,,9694.01,14222.43,458.0,448.4,55.6,25.4,18.3,0.7,2021
246,150162990250824,School,Bowen High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,185,,78.4,20.0,,,,,35.7,33.5,6.5,91.9,26.5,178.0,75.9,268.0,79.3,8.0,18.5,5.0,,,,92.1,,,,69.9,,,,,24337.67,32805.01,401.7,373.0,88.9,9.5,1.6,0.0,2021
247,150162990250825,School,North-Grand High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1082,1.1,20.1,78.0,,,,,23.8,18.5,27.4,92.3,3.8,178.0,81.6,647.0,58.3,2.5,26.8,5.0,,,,97.2,,,,66.0,,,,,10608.64,15870.0,417.2,408.8,72.1,21.1,6.8,0.0,2021
248,150162990250826,School,Raby High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,198,,91.4,6.6,,,,,43.9,39.9,,92.9,16.7,178.0,63.4,164.0,98.8,,14.1,5.0,,,,82.9,,,,94.0,,,,,21919.85,30941.89,394.6,370.2,91.3,8.7,0.0,0.0,2021
249,150162990250827,School,Clark Acad Prep Magnet High Schl,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,515,,98.3,,,,,,23.5,21.4,,98.6,3.7,178.0,70.3,480.0,97.8,,22.9,5.0,,,,77.8,,,,90.9,,,,,13797.25,19665.72,390.4,369.1,94.6,4.7,0.8,0.0,2021
250,150162990250828,School,Rickover Naval Academy High Schl,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,441,14.7,3.9,77.1,2.9,,,,26.3,17.5,15.6,72.6,,178.0,86.9,242.0,53.2,,25.0,5.0,,,,86.4,,,,49.6,,,,,12145.1,17034.27,454.1,438.8,54.2,34.4,11.5,0.0,2021
251,150162990250829,School,Uplift Community High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,84,,57.1,20.2,13.1,,,,60.7,56.0,26.2,75.0,,178.0,72.4,59.0,89.4,,11.2,5.0,,,,50.0,,,,81.8,,,,,45833.79,62154.94,426.4,423.6,50.0,42.9,7.1,0.0,2021
252,150162990250830,School,World Language High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,316,,,96.2,,,,,25.9,22.5,43.0,91.5,,178.0,86.6,162.0,51.4,5.6,20.0,5.0,,,,100.0,,,,47.2,,,,,13431.83,19237.36,453.2,399.0,81.5,13.6,4.9,0.0,2021
253,150162990250831,School,Douglass Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,43,,90.7,,,,,,51.2,48.8,,100.0,25.6,178.0,76.5,43.0,84.3,,11.3,0.0,,,,90.0,,,,77.4,,,,,48236.46,56310.57,384.3,363.6,92.9,7.1,0.0,0.0,2021
254,150162990250832,School,Devry Advantage Academy High Schl,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,11 - 12,Commendable,All Students,Schoolwide Title I Program,162,11.1,27.2,55.6,,,,,10.5,,,65.4,,178.0,91.7,41.0,25.3,,18.1,0.0,,,,69.2,,,,37.0,,,,,13793.65,18199.65,529.3,513.5,21.3,35.0,40.0,3.8,2021
255,150162990250833,School,Lindblom Math & Science Acad HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,1375,3.3,67.3,27.4,0.8,,,1.0,13.0,5.4,2.3,50.3,2.5,178.0,88.4,711.0,53.0,,26.2,3.1,,,,92.9,,,,42.1,,,,,9397.71,15791.97,525.3,511.3,16.7,42.3,39.5,1.4,2021
256,150162990250834,School,Bronzeville Scholastic HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,60,,91.7,,,,,,35.0,35.0,,96.7,60.0,178.0,86.3,26.0,50.0,,9.2,0.0,,,,77.4,,,,51.9,,,,,39084.05,50974.63,,,,,,,2021
257,150162990250835,School,School of Social Justice HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,300,,11.7,88.0,,,,,19.7,16.3,36.3,95.3,,178.0,75.0,285.0,90.2,3.7,19.5,5.0,,,,92.3,,,,76.7,,,,,13320.18,19069.8,416.3,417.2,61.5,33.3,5.1,0.0,2021
258,150162990250836,School,Multicultural Arts High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,235,,20.4,78.3,,,,,28.9,25.1,36.2,97.9,,178.0,72.6,211.0,81.5,4.0,20.2,5.0,,,,90.9,,,,71.4,,,,,12406.72,18281.59,423.7,387.7,86.7,11.7,1.7,0.0,2021
259,150162990250837,School,Infinity Math  Science & Tech HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,404,,3.7,95.0,,,,,21.3,15.8,28.7,93.3,,178.0,86.1,246.0,50.4,5.4,19.7,5.0,,,,93.4,,,,40.6,,,,,10638.85,15252.0,444.2,457.1,45.4,36.1,18.5,0.0,2021
260,150162990250841,School,Collins Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,250,,93.6,5.2,,,,,29.6,26.4,,94.4,16.8,178.0,76.3,234.0,92.9,,14.3,0.0,,,,84.8,,,,80.2,,,,,17395.41,22934.67,408.1,368.2,89.5,8.8,1.8,0.0,2021
261,150162990250844,School,Austin College and Career Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,154,,94.8,,,,,,33.8,32.5,,94.2,17.5,178.0,67.3,259.0,87.2,4.6,20.6,5.0,,,,58.3,,,,83.8,,,,,23573.68,29392.98,390.5,380.0,85.0,12.5,2.5,0.0,2021
262,150162990250847,School,Orr Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,208,,78.4,19.7,,,,,27.9,26.0,6.3,96.6,12.5,178.0,72.4,355.0,79.2,8.4,27.6,0.0,,,,80.0,,,,74.3,,,,,18135.57,23418.89,395.8,382.2,93.1,5.6,1.4,0.0,2021
263,150162990250848,School,Air Force Acad High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,172,,46.5,45.9,,,,,14.5,7.6,12.8,75.6,,178.0,85.5,123.0,71.1,,15.3,0.0,,,,87.9,,,,60.3,,,,,20759.95,26695.66,441.4,422.5,54.5,36.4,9.1,0.0,2021
264,150162990250849,School,Alcott College Prep,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,351,13.1,18.5,64.1,,,,,39.9,32.2,15.4,70.9,,178.0,84.8,186.0,52.8,,24.7,0.0,,,,86.7,,,,54.5,,,,,13348.82,19331.96,434.3,422.2,70.6,17.6,11.8,0.0,2021
265,150162990250850,School,Chicago Technology Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,408,,81.1,16.7,,,,,28.2,23.3,4.2,92.2,11.0,178.0,83.6,306.0,73.7,,22.1,4.5,,,,86.3,,,,57.2,,,,,16054.16,17664.86,407.2,376.1,87.4,11.2,1.4,0.0,2021
266,150162990250851,School,Chicago HS for the Arts,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",621,16.3,34.3,38.2,,,,9.3,20.6,8.4,2.9,50.4,,178.0,95.3,72.0,11.7,1.6,20.3,0.0,,,,0.0,,,,11.5,,,,,7463.36,9133.94,503.1,446.8,49.4,36.4,13.6,0.6,2021
267,150162990250855,School,Ogden Int High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",564,11.0,48.6,34.8,2.0,,,3.4,19.0,9.0,3.7,69.3,3.5,178.0,82.9,415.0,73.2,,23.2,4.0,,,,84.5,,,,58.3,,,,,,,465.2,448.6,51.1,32.6,16.3,0.0,2021
268,150162990250856,School,Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,63,,96.8,,,,,,19.0,,,98.4,23.8,178.0,80.8,45.0,71.4,,12.5,5.0,,,,85.2,,,,71.4,,,,,41068.11,47793.06,396.1,373.9,88.9,11.1,0.0,0.0,2021
269,150162990250857,School,Westinghouse High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1187,2.5,43.5,44.2,7.6,,,1.4,16.5,7.7,4.0,76.1,4.7,178.0,87.4,676.0,58.3,,27.7,3.0,,,,87.6,,,,47.9,,,,,9652.08,14605.13,492.9,499.2,19.7,46.5,32.8,1.0,2021
270,150162990250859,School,Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1247,0.9,1.9,96.5,,,,,15.1,11.8,21.8,92.2,1.8,178.0,86.6,807.0,61.1,4.5,25.9,5.0,,,,92.1,,,,45.2,,,,,10090.16,14874.98,455.6,461.4,42.9,39.0,15.9,2.3,2021
271,150162990250860,School,South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,566,,95.4,3.5,,,,,16.1,9.4,,76.1,7.6,178.0,78.9,470.0,90.4,,23.0,5.0,,,,91.2,,,,73.8,,,,,11031.59,16925.58,472.9,424.0,63.1,33.3,3.6,0.0,2021
272,150162990250861,School,Goode STEM Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,953,,34.2,65.1,,,,,22.1,17.2,17.7,82.7,8.9,178.0,84.9,658.0,69.9,,22.6,1.1,,,,90.7,,,,53.8,,,,,10618.75,15662.94,424.4,404.6,72.3,22.8,4.9,0.0,2021
273,150162990250862,School,Chicago Excel Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,294,,97.6,,,,,,17.3,16.7,,86.1,4.1,178.0,70.2,215.0,67.6,34.2,14.2,0.0,,,,0.0,,,,58.0,,,,,4361.97,5929.08,373.1,367.7,92.3,7.7,0.0,0.0,2021
274,150162990250863,School,Walter Henri Dyett High School for the Arts,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,531,,97.6,,,,,,21.1,16.2,,73.6,5.5,178.0,83.1,403.0,67.2,2.5,19.6,0.0,,,,88.0,,,,59.9,,,,,11813.74,16714.03,424.1,401.6,78.9,21.1,0.0,0.0,2021
275,150162990250867,School,Englewood STEM High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 10,Comprehensive,All Students,Schoolwide Title I Program,808,,91.8,7.5,,,,,25.0,23.3,5.3,91.6,5.6,178.0,68.3,1046.0,93.1,11.1,24.2,0.0,,,,73.5,,,,85.1,,,,,12008.65,17018.86,401.1,388.7,84.2,14.7,1.1,0.0,2021
276,15016905025001C,School,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Chicago,Cook,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,569,7.0,49.9,22.8,2.6,,3.2,14.2,28.8,19.9,7.7,99.6,,177.0,86.1,,,,,3.2,,,,81.3,,,,52.3,,,,,19729.91,19729.91,453.8,444.3,52.0,30.6,15.3,2.0,2021
277,15016906025001C,School,Urban Prep Charter Acad for Young Men - Downtown Campus,Urban Prep Charter Acad for Young Men - Downtown Campus,Chicago,Cook,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,,,Not a Participant in Title I P,91,,98.9,,,,,,27.5,27.5,,100.0,,182.0,85.7,51.0,68.9,,10.0,1.6,,,,50.0,,,,55.4,,,,,16276.98,21212.36,,,,,,,2021
278,160194240260001,School,Genoa-Kingston High School,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",508,75.0,2.0,20.9,,,,,12.6,8.5,6.3,29.7,,176.0,94.1,62.0,11.8,1.9,17.8,2.5,,,,89.7,,,,15.0,,,,,9152.05,14067.76,466.5,455.0,46.9,33.3,19.7,0.0,2021
279,160194250260001,School,Indian Creek High School,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,255,80.4,,11.8,,,,4.3,17.6,12.5,,22.7,,179.0,90.4,21.0,8.0,,18.3,5.0,,,,87.2,,,,38.2,,,,,12008.19,17175.08,471.8,454.3,50.0,30.0,18.3,1.7,2021
280,160194260260003,School,Hiawatha Jr/Sr High School,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,Commendable,All Students,Targeted Assistance Title I Pr,227,84.1,,11.0,,,,4.4,18.9,15.4,,33.0,,176.0,91.4,19.0,8.2,,11.5,5.0,,,,87.2,,,,24.9,,,,,6995.46,14600.27,455.2,456.3,55.6,29.6,14.8,0.0,2021
281,160194270260001,School,Sycamore High School,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1162,81.3,3.0,10.5,2.2,,,2.5,20.4,13.4,2.0,14.0,,176.0,90.9,122.0,10.2,1.2,21.3,5.0,,,,90.4,,,,29.1,,,,,8965.0,16903.0,512.0,497.8,40.0,23.4,27.6,9.0,2021
282,160194280260011,School,DeKalb High School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1975,40.9,22.6,30.4,1.5,,,4.2,19.8,16.7,9.3,53.8,1.3,176.0,85.8,846.0,39.3,4.4,25.9,5.0,,,,92.6,,,,46.0,,,,,10085.43,14875.9,463.8,441.5,54.8,25.2,18.8,1.2,2021
283,160194290260003,School,Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",209,85.6,,10.5,,,,,26.3,17.7,,19.6,,176.0,91.1,20.0,9.3,,13.4,3.6,,,,86.8,,,,35.6,,,,,11996.22,17341.1,484.5,461.4,40.5,38.1,21.4,0.0,2021
284,160194300260001,School,Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",579,76.0,,17.6,2.2,,,3.6,19.2,18.0,1.9,29.4,,176.0,89.7,111.0,18.3,2.0,18.1,5.0,,,,96.6,,,,30.1,,,,,9979.21,15339.17,474.3,443.0,57.5,25.5,14.4,2.6,2021
285,160194320260003,School,Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",246,90.2,,7.7,,,,,17.5,12.6,,30.1,,176.0,94.9,,,,17.5,5.0,,,,78.7,,,,12.2,,,,,6880.54,14631.17,486.7,475.2,44.8,24.1,24.1,6.9,2021
