RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,Grades Served,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
15016299025044C,School,Noble St Chtr - Mansueto,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1053,0,1.1,97.8,0,0,0,1.9,17.7,12.5,42.5,90.6,1.2,182.0,89.1,47.9,2.5,26.4,0.0,35.7,38.6,73.2,98.4,86439.0,118951.0,35.1,8.6,0,96.5,2.1,9 - 12,Commendable,All Students,0.0,2042.12,9 - 12,448.4,449.7,55.20,29.20,15.20,0.40,2023
15016299025046C,School,North Lawndale Prep Chtr-Collins,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,373,0,96.2,0,4.6,0.1,0.3,0,20.6,17.2,0,93.6,23.9,182.0,72.3,96.6,2.9,18.8,0.0,64.3,35.7,51.4,100.0,86439.0,118951.0,89.3,8.6,93.8,0,2.1,9 - 12,Commendable,All Students,7886.65,10461.08,9 - 12,383.4,377.5,88.60,9.10,2.30,0.00,2023
15016299025049C,School,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,501,2.8,48.7,44.5,0,0.1,0,2.4,24.4,17.4,43.3,93.0,2.8,182.0,90.6,35.1,0,10.6,0.0,42.4,55.5,84.6,100.0,86439.0,118951.0,33.6,8.6,47.7,48.8,2.1,K - 12,Commendable,All Students,23271.34,25329.28,K - 12,413.0,392.7,75.70,13.50,8.10,2.70,2023
15016299025050C,School,Perspectives Chtr - Joslin Campus,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,329,0,96.7,0,0,0.1,0.3,1.9,24.0,20.4,0,93.3,5.2,182.0,85.3,85.8,3.4,20.5,0.0,37.9,60.3,0.0,58.9,86439.0,118951.0,57.5,0,95.4,0,2.1,6 - 12,Commendable,All Students,0.0,2680.53,6 - 12,378.7,366.9,94.50,3.60,1.80,0.00,2023
15016299025051C,School,Perspectives Chtr - Leadership Acad,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,839,0,98.1,1.2,4.6,0.1,0,0,17.9,13.8,0,93.1,2.9,182.0,81.9,83.2,1.7,17.7,2.0,37.9,60.3,87.4,58.9,86439.0,118951.0,61.5,8.6,98.3,0,2.1,6 - 12,Commendable,All Students,0.0,2127.99,6 - 12,390.8,374.6,90.90,9.10,0.00,0.00,2023
150162990250526,School,Chicago Vocational Career Acad HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,568,0,93.7,4.4,4.6,0.1,0.3,0,32.9,30.5,4.9,85.7,35.0,182.0,84.1,62.2,5.2,13.7,5.0,41.1,51.8,89.3,46.4,86439.0,118951.0,44.9,0,91.7,6.9,2.1,9 - 12,Commendable,All Students,19559.39,27878.65,9 - 12,373.6,364.5,90.20,9.10,0.70,0.00,2023
15016299025052C,School,Perspectives Chtr - High School of Technology,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,418,11.1,97.1,0,0,0.1,0.3,0,19.1,14.1,0,91.6,2.9,182.0,79.6,87.3,0,11.0,5.0,37.9,60.3,87.4,58.9,86439.0,118951.0,69.5,8.6,98.4,0,2.1,9 - 12,Commendable,All Students,1492.39,3986.23,9 - 12,382.8,366.6,90.50,9.50,0.00,0.00,2023
150162990250531,School,Dunbar Vocational Career Acad HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,366,0,95.6,3.6,0,0.1,0.3,0,25.7,22.7,0,84.4,8.2,182.0,71.9,93.8,9.5,18.5,5.0,35.1,59.5,85.7,37.8,86439.0,118951.0,84.7,0,83.2,13.7,0,9 - 12,Commendable,All Students,19061.47,26834.45,9 - 12,380.9,365.5,95.70,4.30,0.00,0.00,2023
150162990250533,School,Jones College Prep High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1960,31.5,11.8,33.6,18.6,0,0.6,3.7,26.2,8.2,3.3,41.1,0.5,182.0,89.8,33.9,0.7,19.2,2.1,35.0,63.3,93.0,47.7,86439.0,118951.0,35.7,13.5,32.7,45.0,0,9 - 12,Commendable,All Students,9472.84,15869.32,9 - 12,617.7,608.8,5.50,15.40,49.70,29.40,2023
150162990250534,School,Prosser Career Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1163,1.6,21.7,75.8,0,0,0,0,23.0,15.6,25.5,89.4,3.5,182.0,81.3,77.8,1.5,25.6,5.0,45.3,48.8,94.6,37.2,86439.0,118951.0,66.4,0,21.9,74.5,0,9 - 12,Commendable,All Students,12527.1,18763.85,9 - 12,439.9,431.3,62.00,28.10,9.50,0.40,2023
150162990250536,School,Richards Career Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,278,0,33.5,60.4,4.6,0.1,0,5.0,21.2,18.3,47.1,96.4,34.9,182.0,77.4,85.3,7.1,14.6,3.0,38.7,54.8,82.6,64.5,86439.0,118951.0,72.8,8.6,32.4,64.7,2.1,9 - 12,Intensive,"All Students, From Comprehensive",19924.11,29071.47,9 - 12,377.7,368.6,90.70,7.20,2.10,0.00,2023
150162990250537,School,Simeon Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1067,0,98.2,1.0,4.6,0.1,0,0,18.2,14.8,0,90.8,6.9,182.0,80.1,86.2,2.6,23.4,3.0,37.8,57.3,86.0,24.4,86439.0,118951.0,71.4,0,95.2,0,2.1,9 - 12,Commendable,All Students,14494.25,20618.39,9 - 12,403.3,401.0,79.50,13.80,6.70,0.00,2023
15016299025053C,School,Perspectives Chtr -  IIT Campus,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,396,0,96.7,0,0,0.1,0,0,16.7,11.1,0,96.0,6.1,182.0,80.2,89.9,0,17.4,0.0,37.9,60.3,87.4,58.9,86439.0,118951.0,67.0,0,95.6,0,2.1,6 - 12,Commendable,All Students,1896.77,4438.99,6 - 12,411.9,380.1,89.80,8.00,2.30,0.00,2023
150162990250543,School,Corliss High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,279,11.1,92.5,6.8,4.6,0.1,0.3,0,31.5,26.5,5.4,91.0,12.2,182.0,77.5,81.1,4.2,16.3,2.1,27.1,66.1,83.9,52.5,86439.0,118951.0,71.9,0,94.9,0,2.1,9 - 12,Commendable,All Students,21332.53,30535.97,9 - 12,396.3,368.0,91.10,8.90,0.00,0.00,2023
150162990250545,School,Clemente Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,741,3.0,26.7,68.8,0,0,0,0,26.6,21.1,44.7,90.4,39.9,182.0,73.5,86.4,4.4,18.0,2.1,46.2,48.7,83.3,56.3,86439.0,118951.0,77.0,8.1,29.9,59.9,2.1,9 - 12,Commendable,All Students,14246.16,21158.59,9 - 12,376.1,368.0,89.90,9.50,0.60,0.00,2023
15016299025054C,School,YCCS-Scholastic Achievement HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,113,0,96.5,0,4.6,0.1,0.3,1.9,17.7,17.7,26.0,95.6,17.7,182.0,62.0,93.0,22.3,2.8,2.1,80.0,20.0,46.7,100.0,86439.0,118951.0,83.3,8.6,100.0,49.0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",26627.23,31331.79,9 - 12,371.1,356.8,100.00,0.00,0.00,0.00,2023
15016299025055C,School,YCCS- McKinley-Lakeside Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,96,0,93.8,0,4.6,0.1,0.3,1.9,22.9,18.8,0,92.7,20.8,182.0,67.4,91.2,30.8,3.0,2.1,14.3,85.7,70.4,71.4,86439.0,118951.0,87.7,8.6,85.7,0,2.1,9 - 12,Comprehensive,All Students,28027.22,33096.25,9 - 12,358.3,348.9,100.00,0.00,0.00,0.00,2023
15016299025056C,School,YCCS-ASPIRA Pantoja Alt HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,194,0,0,92.8,4.6,0,0.3,1.9,12.9,11.9,53.6,97.4,33.5,182.0,64.3,96.0,23.3,6.0,2.1,44.4,55.6,80.0,44.4,86439.0,118951.0,91.7,8.6,0,90.5,2.1,9 - 12,Intensive,"All Students, From Comprehensive",19857.56,23297.32,9 - 12,353.8,356.7,91.40,7.10,1.40,0.00,2023
15016299025057C,School,YCCS-Association House,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,99,0,45.5,52.5,4.6,0,0.3,1.9,11.1,11.1,21.2,88.9,0,182.0,53.5,99.4,34.2,7.8,2.1,0.0,100.0,54.2,50.0,86439.0,118951.0,99.4,8.6,0,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",16415.05,21518.55,9 - 12,387.3,369.3,86.70,13.30,0.00,0.00,2023
15016299025059C,School,YCCS-CCA Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,77,11.1,94.8,0,4.6,0.1,0.3,1.9,27.3,24.7,0,96.1,40.3,182.0,56.9,97.5,11.9,6.7,2.1,53.2,46.8,69.2,100.0,86439.0,118951.0,92.6,8.6,100.0,49.0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",26622.75,31989.35,9 - 12,377.6,353.0,93.20,6.80,0.00,0.00,2023
15016299025060C,School,YCCS-Progressive Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,131,11.1,97.7,0,4.6,0.1,0.3,1.9,18.3,13.7,0,90.8,47.3,182.0,65.2,90.9,16.0,6.6,2.1,100.0,0.0,63.6,100.0,86439.0,118951.0,83.9,8.6,100.0,49.0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",22142.99,26195.2,9 - 12,355.2,335.8,100.00,0.00,0.00,0.00,2023
150162990250616,School,Manley Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,83,0,91.6,0,4.6,0.1,0.3,1.9,34.9,28.9,0,96.4,18.1,182.0,66.8,81.2,5.2,29.9,2.1,7.0,83.7,55.6,90.7,86439.0,118951.0,77.4,0,85.9,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",26819.45,41956.2,9 - 12,377.4,343.7,91.40,5.70,2.90,0.00,2023
150162990250617,School,Curie Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,2898,1.2,8.8,87.4,2.0,0,0,0,16.8,10.9,30.2,86.8,2.2,182.0,77.0,78.3,5.3,14.9,5.0,34.3,64.7,90.0,42.1,86439.0,118951.0,70.4,0,12.1,86.0,0,9 - 12,Commendable,All Students,10841.23,16552.86,9 - 12,430.3,429.6,61.50,29.80,8.50,0.30,2023
15016299025061C,School,YCCS-Community Youth Dev Inst HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,83,11.1,94.0,0,4.6,0.1,0,1.9,20.5,18.1,0,92.8,27.7,182.0,69.8,99.1,37.6,6.3,2.1,29.8,70.2,70.6,75.4,86439.0,118951.0,93.4,8.6,100.0,49.0,2.1,9 - 12,Comprehensive,All Students,22758.3,28530.82,9 - 12,320.0,319.4,93.80,6.30,0.00,0.00,2023
15016299025062C,School,YCCS-Albizu Campos Puerto Rican HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,164,0,23.2,70.1,0,0.1,0,0,20.1,14.0,21.3,88.4,29.9,182.0,70.8,91.7,36.1,4.2,2.1,50.0,50.0,87.1,50.0,86439.0,118951.0,90.8,0,0,58.6,0,9 - 12,Intensive,"All Students, From Comprehensive",14949.15,18740.05,9 - 12,325.4,328.6,95.30,4.70,0.00,0.00,2023
15016299025063C,School,YCCS-Innovations of Arts Integr HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,498,0,88.8,10.0,4.6,0.1,0.3,1.9,19.9,17.7,2.6,96.2,3.0,182.0,48.1,96.6,23.6,8.6,2.1,54.5,45.5,74.3,58.9,86439.0,118951.0,93.5,0,94.6,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",22910.88,25354.06,9 - 12,367.5,351.7,98.00,2.00,0.00,0.00,2023
15016299025065C,School,YCCS-Latino Youth Alternative HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,157,0,0,93.6,4.6,0.1,0,1.9,15.9,14.0,42.0,92.4,26.8,182.0,61.9,96.3,39.7,8.1,2.1,48.1,51.9,82.6,96.2,86439.0,118951.0,91.5,8.6,0,93.1,2.1,9 - 12,Intensive,"All Students, From Comprehensive",20390.99,24379.49,9 - 12,366.8,358.4,93.00,7.00,0.00,0.00,2023
15016299025066C,School,YCCS-Olive Harvey Mid College HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,130,0,80.8,17.7,4.6,0.1,0.3,0,13.8,8.5,0,85.4,15.4,182.0,61.7,95.5,35.1,5.8,2.1,0.0,100.0,100.0,100.0,86439.0,118951.0,90.8,8.6,80.0,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",16032.62,20299.87,9 - 12,420.9,386.0,91.10,6.70,2.20,0.00,2023
15016299025067C,School,YCCS-Sullivan House Alt HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,333,11.1,89.8,9.0,4.6,0.1,0.3,0,18.9,17.4,0,99.7,22.8,182.0,83.8,57.9,4.6,10.2,2.1,40.0,60.0,91.4,100.0,86439.0,118951.0,49.5,8.6,90.5,0,2.1,9 - 12,Comprehensive,All Students,18060.54,20780.47,9 - 12,368.7,366.9,92.70,5.50,1.80,0.00,2023
15016299025068C,School,YCCS-Truman Middle College HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,185,10.3,21.6,54.1,9.7,0,0,0,13.0,7.6,28.6,82.7,6.5,182.0,63.5,97.3,31.9,6.0,2.1,21.4,78.6,79.5,85.7,86439.0,118951.0,91.9,0,0,68.4,2.1,9 - 12,Intensive,"All Students, From Comprehensive",20757.95,24462.63,9 - 12,412.4,402.4,76.30,23.70,0.00,0.00,2023
15016299025070C,School,YCCS-West Town Academy Alt HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,94,0,84.0,14.9,4.6,0.1,0.3,1.9,16.0,14.9,0,83.0,27.7,182.0,59.8,94.6,26.0,4.6,2.1,36.6,63.4,72.0,18.3,86439.0,118951.0,90.2,8.6,84.2,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",19392.31,24603.73,9 - 12,397.1,372.0,95.90,4.10,0.00,0.00,2023
15016299025071C,School,YCCS West,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,67,0,80.6,17.9,4.6,0.1,0.3,1.9,19.4,17.9,0,97.0,0,182.0,61.3,97.3,20.2,7.3,2.1,75.0,25.0,50.0,75.0,86439.0,118951.0,84.5,8.6,94.1,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",31054.96,36729.58,9 - 12,366.2,353.8,100.00,0.00,0.00,0.00,2023
15016299025072C,School,YCCS-Youth Connection Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,130,11.1,81.5,17.7,0,0.1,0.3,1.9,16.2,14.6,0,89.2,26.2,182.0,69.3,90.1,26.7,5.0,2.1,60.0,40.0,70.0,80.0,86439.0,118951.0,80.5,8.6,85.0,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",27957.27,32205.08,9 - 12,341.7,327.3,100.00,0.00,0.00,0.00,2023
15016299025073C,School,YCCS Chtr - Chatham,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,99,11.1,96.0,0,4.6,0.1,0.3,0,14.1,13.1,26.0,91.9,15.2,182.0,60.8,85.4,16.6,17.0,2.1,0.0,100.0,66.7,66.7,86439.0,118951.0,74.5,8.6,87.5,0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",24913.97,29645.81,9 - 12,361.0,345.9,100.00,0.00,0.00,0.00,2023
15016299025074C,School,ASPIRA Charter - Early College Prep HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,255,0,0,95.3,0,0.1,0.3,1.9,23.1,18.0,60.0,89.8,12.9,182.0,84.2,70.7,0,16.0,5.0,42.7,42.6,0.0,74.6,86439.0,118951.0,57.6,0,0,92.0,2.1,9 - 12,Commendable,All Students,23107.47,26015.85,9 - 12,377.6,383.1,85.90,14.10,0.00,0.00,2023
150162990250763,School,Julian High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,445,0,94.4,2.5,4.6,0,0,0,30.3,26.1,0,80.2,6.1,182.0,71.0,92.7,7.4,24.2,5.0,22.5,77.5,87.2,43.7,86439.0,118951.0,84.2,8.6,95.1,0,2.1,9 - 12,Commendable,All Students,18064.27,25861.12,9 - 12,384.9,368.2,92.90,7.10,0.00,0.00,2023
150162990250764,School,Young Magnet High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,2213,24.1,17.9,28.4,24.8,0.7,0,4.0,20.5,9.2,3.6,34.7,0,182.0,93.7,3.7,0.5,13.9,3.0,38.4,61.6,89.7,59.3,86439.0,118951.0,15.5,11.2,33.5,47.6,6.3,7 - 12,Commendable,All Students,10307.9,16373.59,7 - 12,626.4,622.9,8.80,7.10,45.50,38.60,2023
150162990250767,School,Juarez Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1540,1.4,1.9,95.0,0.9,0.1,0,0,21.0,14.0,39.4,88.2,1.4,182.0,77.0,79.9,4.0,18.4,2.1,44.3,53.9,89.7,60.0,86439.0,118951.0,73.7,0,0,95.3,2.1,9 - 12,Commendable,All Students,11365.03,17321.26,9 - 12,415.2,395.2,82.30,13.80,3.90,0.00,2023
150162990250772,School,Chicago HS for Agricult Sciences,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,762,23.8,51.2,23.0,0,0,0,0,35.8,23.4,5.6,47.5,0,182.0,90.0,39.0,2.1,23.5,2.1,44.6,55.4,97.1,44.6,86439.0,118951.0,33.5,26.7,44.8,26.2,0,9 - 12,Commendable,All Students,16098.92,23512.04,9 - 12,475.9,452.2,49.70,36.60,13.00,0.60,2023
150162990250779,School,Hancock College Preparatory HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1024,6.4,1.3,90.0,0,0,0,1.2,14.4,5.3,4.4,62.0,0,182.0,91.3,12.6,0,22.8,2.1,40.4,59.6,92.5,63.2,86439.0,118951.0,31.1,0,38.5,94.8,2.1,9 - 12,Commendable,All Students,9966.51,16062.4,9 - 12,559.0,539.8,9.00,38.00,48.90,4.10,2023
150162990250788,School,Brooks College Prep Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,971,1.4,78.7,18.6,0,0,0,0,16.3,7.6,0,63.6,3.0,182.0,87.7,75.8,0,16.8,2.1,27.1,72.9,96.4,55.9,86439.0,118951.0,48.7,8.6,90.1,0,2.1,7 - 12,Commendable,All Students,11648.8,17615.73,7 - 12,565.8,533.8,11.90,37.60,45.90,4.60,2023
150162990250794,School,Northside College Preparatory Hs,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1030,36.4,6.5,28.5,21.5,0,0,6.2,24.1,10.9,4.4,36.9,0,182.0,91.5,28.0,0,15.3,4.0,31.9,68.1,95.7,68.8,86439.0,118951.0,30.9,34.5,11.5,43.4,0,9 - 12,Commendable,All Students,11265.16,17450.39,9 - 12,668.1,658.7,3.40,5.50,38.20,52.90,2023
150162990250795,School,Chicago Military Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,209,0,63.6,33.5,4.6,0.1,0,1.9,19.6,13.4,16.3,81.3,13.4,182.0,81.2,83.4,0,15.6,2.1,42.9,52.4,80.6,47.6,86439.0,118951.0,66.2,0,57.1,39.3,2.1,9 - 12,Commendable,All Students,23390.78,32435.15,9 - 12,409.2,389.4,88.70,9.40,1.90,0.00,2023
150162990250796,School,Payton College Preparatory HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1257,34.8,8.8,25.6,26.1,0,0,4.2,20.3,8.4,3.0,33.4,0,182.0,92.4,17.0,0,19.5,2.1,33.6,66.4,82.7,60.6,86439.0,118951.0,25.1,31.5,27.9,34.2,0,9 - 12,Exemplary,All Students,10899.53,16819.56,9 - 12,661.1,653.5,6.00,8.80,29.90,55.30,2023
15016299025079C,School,Aspira Charter - Business and Finance HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,477,0,4.0,93.7,4.6,0.1,0,0,31.7,23.3,52.8,81.8,3.8,182.0,81.9,77.4,2.4,24.8,5.0,45.2,54.8,75.0,57.4,86439.0,118951.0,63.6,0,0,96.5,2.1,9 - 12,Commendable,All Students,19074.72,21454.96,9 - 12,403.8,376.8,87.20,12.80,0.00,0.00,2023
150162990250803,School,Phoenix Military Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,400,3.5,12.8,82.3,0,0,0.3,0,15.3,7.3,23.3,88.5,0,182.0,87.9,65.6,0,22.0,3.0,44.4,55.6,83.3,37.0,86439.0,118951.0,45.4,8.6,0,80.6,2.1,9 - 12,Commendable,All Students,16419.0,23480.88,9 - 12,456.0,438.5,58.30,33.00,8.70,0.00,2023
150162990250818,School,Spry Community Links High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,60,11.1,35.0,98.3,4.6,0.1,0,1.9,38.3,30.0,70.0,90.0,0,182.0,77.4,85.1,0,9.3,5.0,40.5,59.5,83.3,40.5,86439.0,118951.0,77.4,8.6,38.5,94.4,2.1,9 - 12,Comprehensive,All Students,45241.01,60751.54,9 - 12,315.0,330.0,95.00,5.00,0.00,0.00,2023
150162990250820,School,Chicago Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,553,16.1,4.5,76.1,0,0,0,0,27.3,19.2,27.1,78.7,1.8,182.0,88.3,41.6,0,18.7,3.0,44.3,55.7,87.8,69.1,86439.0,118951.0,40.1,10.1,0,82.6,0,9 - 12,Commendable,All Students,12311.57,18813.54,9 - 12,458.2,438.9,53.90,35.50,10.60,0.00,2023
150162990250824,School,Bowen High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,175,0,76.6,22.9,4.6,0.1,0.3,1.9,33.1,31.4,15.4,95.4,37.1,182.0,75.6,86.1,8.6,8.7,2.1,25.9,74.1,84.4,29.4,86439.0,118951.0,74.1,0,84.9,14.0,2.1,9 - 12,Intensive,"All Students, From Comprehensive",25474.83,35763.84,9 - 12,371.0,344.6,94.00,6.00,0.00,0.00,2023
150162990250825,School,North-Grand High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,1034,1.2,18.4,78.9,0,0,0,0,23.9,16.9,37.9,93.2,4.8,182.0,79.5,66.7,4.0,20.0,5.0,31.4,67.3,94.4,41.2,86439.0,118951.0,68.9,0,24.9,72.1,2.1,9 - 12,Commendable,All Students,12900.15,19677.69,9 - 12,399.5,391.6,81.00,16.80,2.20,0.00,2023
150162990250826,School,Raby High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,146,0,87.0,11.0,4.6,0.1,0,1.9,54.8,50.7,8.9,97.3,14.4,182.0,72.1,92.3,0,7.7,2.1,40.3,59.7,80.6,77.4,86439.0,118951.0,78.5,0,76.7,21.1,2.1,9 - 12,Commendable,All Students,33946.97,46655.15,9 - 12,351.3,356.9,93.10,6.90,0.00,0.00,2023
150162990250827,School,Clark Acad Prep Magnet High Schl,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,391,0,97.4,0,4.6,0.1,0.3,0,25.6,21.2,0,99.2,6.1,182.0,74.9,93.8,3.5,14.4,2.1,45.7,54.3,75.5,34.3,86439.0,118951.0,82.8,8.6,85.4,13.5,2.1,9 - 12,Commendable,All Students,20194.12,28060.9,9 - 12,383.6,371.4,91.80,8.20,0.00,0.00,2023
150162990250828,School,Rickover Naval Academy High Schl,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,505,13.5,3.0,79.8,2.0,0,0.3,0,31.5,15.2,25.3,69.9,0,182.0,87.6,40.9,0,21.7,1.0,41.9,58.1,87.2,61.3,86439.0,118951.0,44.7,21.8,0,73.1,2.1,9 - 12,Commendable,All Students,12192.46,18959.5,9 - 12,474.9,442.9,57.60,34.80,6.50,1.10,2023
150162990250829,School,Uplift Community High School,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,158,0,57.6,34.2,0,0.1,0.3,0,43.7,40.5,32.9,82.3,25.3,182.0,77.4,83.1,0,3.0,5.0,46.2,53.8,57.7,88.5,86439.0,118951.0,74.1,0,56.3,28.1,0,9 - 12,Commendable,All Students,33151.57,49751.27,9 - 12,351.4,352.1,96.60,0.00,3.40,0.00,2023
15016299025082C,School,CICS - Northtown  Campus,Chicago Public Schools District 299,Chicago,Cook,Unit Distrcts,High School,Title 1 Schoolwide,836,14.4,6.6,60.9,15.8,0,0,0,29.5,21.4,37.8,70.5,0,182.0,86.9,60.2,1.4,18.0,0.0,56.4,40.0,81.7,30.9,86439.0,118951.0,45.9,14.9,0,71.3,6.6,9 - 12,Commendable,All Students,19714.07,21828.8,9 - 12,454.5,437.1,58.40,26.20,15.00,0.50,2023
