RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
120510100260001,School,Red Hill Jr/Sr High School,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",409.0,95.4,0.1,1.2,0.2,0.0,0.0,3.2,7.8,0.1,7.8,56.7,0.5,174.0,92.8,23.5,4.6,19.1,88.0,23.7,5.0,84.7,15.3,67.7,44706.0,76947.0,97.5,0.0,0.8,0.8,9525.95,7700.41,491.0,474.2,30.5,52.5,16.9,0.0,2019
120510200260008,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",319.0,94.0,0.3,2.5,0.4,0.0,0.0,3.1,13.2,0.3,9.7,48.0,0.3,174.0,97.5,12.2,6.5,18.3,92.9,9.9,3.0,77.7,20.4,70.5,39556.0,61896.0,94.0,0.0,3.6,1.8,10191.82,8453.48,451.7,436.4,54.2,31.9,13.9,0.0,2019
120800010260001,School,Richland County High School,Richland County CUSD 1,Olney,Richland,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,721.0,91.5,0.4,3.7,1.1,0.1,0.1,3.1,13.0,0.3,10.4,41.2,4.2,174.0,95.8,9.0,5.4,23.7,96.3,6.0,4.6,53.7,46.3,77.8,50920.0,99128.0,91.3,1.3,3.9,0.0,9386.21,5713.21,464.3,454.8,45.2,36.9,15.3,2.5,2019
130140010260001,School,Carlyle High School,Carlyle CUSD 1,Carlyle,Clinton,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",307.0,91.2,2.0,1.3,0.7,0.0,0.7,4.2,15.0,0.3,13.7,38.8,1.0,175.0,95.1,9.2,7.7,15.0,89.2,13.7,5.0,60.3,39.7,79.5,53828.0,89031.0,88.8,3.0,2.0,0.0,10144.72,7307.66,485.7,479.7,33.8,40.0,21.5,4.6,2019
130140030260006,School,Wesclin Sr High School,Wesclin CUSD 3,Trenton,Clinton,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,379.0,89.4,0.5,5.8,0.5,0.1,0.1,3.7,18.5,0.5,15.6,25.3,2.9,176.0,95.3,3.5,5.1,20.7,95.8,13.5,5.0,37.6,62.4,95.2,67064.0,118796.0,85.1,1.7,6.2,0.4,9940.29,7551.04,516.6,513.1,20.7,36.8,36.8,5.7,2019
130140710160001,School,Central Comm High School,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,600.0,98.0,0.0,1.8,0.0,0.2,0.0,0.0,14.5,0.7,12.7,19.0,1.0,175.0,95.9,3.8,2.4,21.9,96.4,11.0,5.0,34.2,65.8,78.9,62369.0,123352.0,98.8,0.0,1.2,0.0,11206.86,0.0,518.0,524.0,23.0,34.8,32.6,9.6,2019
130410010260001,School,Waltonville High School,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",111.0,97.3,1.8,0.0,0.9,0.0,0.8,0.0,13.5,0.0,13.5,31.5,9.0,175.0,95.1,7.4,6.1,14.0,72.0,17.5,4.8,51.2,48.8,82.7,46949.0,77443.0,95.2,4.8,0.0,0.0,9673.88,9374.22,474.5,448.7,38.7,48.4,12.9,0.0,2019
130412010170001,School,Mount Vernon High School,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1156.0,74.8,12.5,4.0,1.1,0.0,0.0,7.6,19.5,0.5,18.0,56.2,9.0,176.0,92.5,17.7,4.7,24.2,82.3,27.2,5.0,44.7,50.1,66.7,53193.0,82281.0,72.7,20.6,2.9,0.0,12481.6413,12481.6413,460.6,451.1,46.5,28.1,17.0,3.3,2019
130412090270001,School,Woodlawn High School,Woodlawn Unit School District 209,Woodlawn,Jefferson,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,175.0,96.0,0.6,1.7,1.1,0.0,0.0,0.6,10.9,0.0,10.9,33.1,4.0,175.0,96.8,3.4,1.7,20.3,60.5,7.3,5.0,54.4,45.6,67.2,54093.0,80328.0,91.9,1.6,0.0,1.6,11272.38,9753.63,498.9,489.4,33.3,30.6,33.3,2.8,2019
130413180270001,School,Webber High School,Bluford Unit School District 318,Bluford,Jefferson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,122.0,97.5,1.6,0.8,0.0,0.0,0.0,0.5,13.1,0.0,13.1,35.2,4.9,175.0,94.1,16.1,5.9,17.4,80.0,22.0,5.0,59.8,40.2,82.4,48477.0,67946.0,93.7,3.2,0.0,0.0,10592.26,5926.75,480.7,464.8,41.4,37.9,20.7,0.0,2019
130581000260002,School,Patoka Sr High School,Patoka CUSD 100,Patoka,Marion,UNIT,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",64.0,100.0,0.0,0.0,0.0,0.0,0.0,0.4,10.9,0.0,10.9,50.0,6.3,175.0,91.8,10.9,7.1,11.9,100.0,29.6,5.0,56.8,38.8,83.4,51278.0,100241.0,100.0,0.0,0.0,0.0,14115.0,8402.0,498.3,466.7,25.0,66.7,8.3,0.0,2019
130582000170001,School,Centralia High School,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,882.0,75.6,8.8,5.4,0.9,0.0,0.2,9.0,20.0,0.0,20.0,59.5,2.9,176.0,92.0,11.7,7.7,21.3,93.4,27.5,5.0,44.6,50.8,90.8,54514.0,103120.0,68.9,13.7,7.1,0.0,13680.906,10287.1449,472.2,468.4,36.3,41.7,15.9,4.5,2019
130584010260001,School,South Central High School,South Central CUD 401,Farina,Marion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",208.0,96.2,0.5,1.4,0.0,0.0,0.0,1.9,18.3,0.0,18.3,47.6,1.9,175.0,93.0,14.1,7.4,13.6,84.6,24.3,5.0,73.6,26.4,75.5,46940.0,92359.0,96.0,2.0,0.0,0.0,9785.07,5448.28,448.7,436.1,54.3,34.8,10.9,0.0,2019
130585010260001,School,Sandoval Sr High School,Sandoval CUSD 501,Sandoval,Marion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",105.0,92.4,1.0,0.6,1.0,1.0,1.0,3.8,19.0,0.6,19.0,67.6,1.0,175.0,89.9,30.3,7.0,15.2,51.5,41.7,5.0,61.5,35.4,56.9,40664.0,81563.0,94.0,1.5,0.0,0.0,30614.0961,25922.629,447.9,403.2,66.5,33.2,0.0,0.0,2019
130586000160001,School,Salem Community High School,Salem CHSD 600,Salem,Marion,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,646.0,94.1,0.3,1.4,1.2,0.0,0.2,2.8,15.0,0.0,13.6,47.4,9.1,175.0,92.9,10.5,8.4,21.4,88.0,25.0,5.0,54.2,43.4,87.6,55701.0,90694.0,92.6,2.1,2.1,0.0,15178.68,14759.59,484.1,472.9,43.2,28.8,20.5,7.5,2019
130587220260001,School,Odin Attendance Center 9-12,Odin PSD 722,Odin,Marion,UNIT,HIGH SCHOOL, 9 10 11 12,,,Schoolwide Title I Program,69.0,97.1,1.4,1.6,0.0,0.0,0.0,1.4,4.3,0.0,2.9,66.7,8.7,175.0,90.7,15.0,7.7,11.7,57.9,41.8,5.0,82.3,17.7,100.0,42678.0,81215.0,86.4,4.5,4.5,0.0,12442.13,6178.64,428.3,415.0,75.0,25.0,0.0,0.0,2019
130950100260001,School,Okawville Jr/Sr High School,West Washington Co CUD 10,Okawville,Washington,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",266.0,93.6,0.4,4.1,0.4,1.1,0.0,0.4,17.7,1.9,15.4,31.2,4.1,175.0,96.0,3.7,6.0,17.6,86.7,10.8,4.3,62.4,37.6,90.7,40201.0,93695.0,93.8,0.0,2.1,2.1,9535.7203,8195.81,498.5,500.6,33.3,33.3,30.3,3.0,2019
130950990160001,School,Nashville Comm High School,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,408.0,95.8,0.5,1.0,0.0,0.0,0.2,2.5,10.8,0.0,10.8,28.2,2.2,174.0,96.0,2.7,2.4,21.5,94.7,11.5,3.0,34.3,65.7,88.6,68565.0,112861.0,68.4,19.7,2.6,1.3,10905.35,8444.6,480.9,489.7,31.8,39.1,25.5,3.6,2019
150162990250001,School,Amundsen High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1289.0,16.1,11.2,58.7,11.4,0.5,0.3,1.7,21.5,10.1,14.5,75.3,0.9,178.0,91.3,40.6,3.4,27.4,92.5,32.4,3.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12579.96,9256.93,481.3,489.8,29.1,38.9,29.5,2.5,2019
150162990250003,School,Bogan High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,828.0,0.5,60.7,38.4,4.1,0.1,0.1,0.1,25.4,12.3,23.3,90.0,3.9,178.0,83.1,94.7,13.9,30.1,80.0,78.9,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13666.18,9619.64,406.1,400.3,68.1,25.2,1.3,0.0,2019
150162990250006,School,Carver Military Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,481.0,1.2,35.6,63.0,4.1,0.2,0.3,0.2,10.6,5.4,5.4,85.0,3.5,178.0,93.3,46.2,1.3,26.1,89.5,23.3,1.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,14901.48,9987.89,459.0,469.2,36.7,44.5,18.8,0.0,2019
150162990250011,School,Farragut Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL,PK 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,651.0,0.8,12.9,86.2,4.1,0.2,0.2,1.6,24.9,28.4,23.5,97.4,1.7,178.0,85.4,62.1,12.9,26.8,82.9,62.9,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,16396.41,12405.79,413.2,414.3,64.3,27.5,5.5,0.0,2019
150162990250012,School,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,203.0,10.5,96.6,2.0,4.1,0.5,0.3,1.0,21.2,0.5,17.7,92.6,53.2,178.0,83.2,83.7,21.6,30.2,83.3,79.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,20218.05,14956.49,392.2,372.1,71.7,13.9,0.0,0.0,2019
150162990250013,School,Foreman High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,739.0,2.3,21.5,75.1,0.5,0.2,0.4,0.1,22.1,32.6,20.2,94.5,1.6,178.0,84.6,79.2,12.4,28.6,75.5,75.8,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,15566.14,11913.99,393.4,392.6,77.2,19.7,2.0,0.5,2019
150162990250014,School,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1067.0,1.3,3.2,91.0,3.9,0.1,0.5,1.6,10.0,11.6,7.4,92.9,0.6,178.0,93.3,35.0,0.8,25.4,89.0,24.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,10862.11,8108.26,475.0,490.7,26.7,45.6,26.3,1.5,2019
150162990250015,School,Gage Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,342.0,0.6,37.7,61.1,4.1,0.3,0.3,1.6,26.3,28.4,24.9,97.1,22.5,178.0,81.4,100.0,20.1,26.1,75.6,89.3,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,17649.57,14335.56,397.9,381.7,75.3,10.8,1.5,0.0,2019
150162990250016,School,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,328.0,0.3,97.6,1.8,4.1,0.2,0.3,0.3,24.7,19.4,22.3,94.8,17.1,178.0,82.8,83.3,15.2,26.6,71.8,87.6,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,17403.97,13360.05,400.3,380.0,74.8,13.9,1.8,0.0,2019
150162990250017,School,Harper High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,86.0,10.5,96.5,3.5,4.1,0.2,0.3,1.6,25.6,1.2,25.6,90.7,7.0,178.0,87.2,91.6,26.9,18.9,70.7,70.1,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,36734.74,30080.7,381.5,375.4,92.3,7.7,0.0,0.0,2019
150162990250019,School,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,98.0,10.5,95.9,1.0,4.1,0.2,2.0,1.0,42.9,2.0,40.8,99.0,15.3,178.0,77.0,100.0,27.2,25.2,73.1,100.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,29276.92,23648.14,392.8,374.1,56.8,16.7,0.0,0.0,2019
150162990250020,School,Hubbard High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1691.0,1.9,6.5,90.8,0.2,0.2,0.4,0.2,16.4,18.9,14.5,95.5,2.1,178.0,89.2,53.2,8.1,29.3,93.4,45.3,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11896.8,8793.27,447.2,432.0,59.4,29.0,10.6,0.8,2019
150162990250021,School,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,776.0,10.5,98.6,1.0,4.1,0.2,0.1,0.3,20.7,1.2,19.5,96.8,3.9,178.0,85.9,88.7,8.3,25.9,88.5,66.2,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,14550.55,10950.08,413.2,397.4,72.6,20.9,2.5,0.0,2019
150162990250022,School,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1895.0,1.8,4.1,79.6,13.7,0.1,0.2,0.5,19.9,29.6,17.6,94.1,1.6,178.0,88.0,55.9,11.7,29.1,88.8,50.8,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12179.24,8941.05,422.2,436.2,55.2,30.8,12.4,1.1,2019
150162990250023,School,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,405.0,2.5,5.7,91.1,4.1,0.2,0.2,0.2,23.7,33.3,21.2,97.0,4.0,178.0,84.2,74.4,13.8,22.3,71.6,61.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,14583.16,10632.82,419.1,416.2,60.6,27.4,5.8,0.0,2019
150162990250024,School,Kennedy High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1588.0,20.0,3.1,74.5,0.7,0.1,0.9,0.6,21.4,9.8,17.5,66.2,0.3,178.0,89.5,46.7,7.8,28.1,92.5,43.3,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12389.91,8922.56,482.6,469.0,37.1,42.0,18.4,2.3,2019
150162990250025,School,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1860.0,5.1,84.4,4.7,2.8,0.2,0.3,2.6,13.0,1.4,5.5,57.1,1.5,178.0,93.5,31.2,2.3,28.9,91.7,22.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,10784.07,7582.85,512.7,507.3,26.7,37.8,29.0,6.5,2019
150162990250026,School,Lake View High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1383.0,13.0,10.3,70.4,3.1,0.2,0.7,2.3,24.6,10.0,16.9,72.3,1.7,178.0,86.7,58.5,4.5,27.1,92.7,48.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11938.12,8816.52,465.1,464.2,39.2,44.4,16.1,0.3,2019
150162990250027,School,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Exemplary,All Students,,4517.0,36.9,7.9,40.4,10.6,0.4,0.4,3.4,15.4,1.0,4.3,43.6,0.2,178.0,94.5,13.3,0.9,29.4,93.6,15.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,9342.56,6479.26,608.6,627.0,0.9,9.3,59.1,30.7,2019
150162990250029,School,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,251.0,10.5,98.8,1.2,4.1,0.2,0.3,1.6,29.1,0.4,27.1,96.8,17.9,178.0,76.3,100.0,17.0,24.8,80.6,100.0,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,21580.87,17163.34,392.6,372.1,69.1,9.3,1.0,0.0,2019
150162990250030,School,Mather High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1486.0,16.8,13.5,38.5,28.7,0.5,0.7,1.4,18.6,26.3,15.0,86.5,0.9,178.0,89.4,54.1,6.4,24.9,91.8,43.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11576.15,8578.56,450.4,461.5,42.4,33.9,21.1,0.9,2019
150162990250031,School,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1225.0,0.2,97.4,1.4,4.1,0.2,0.3,1.0,14.7,0.3,11.9,86.1,3.4,178.0,86.7,70.4,6.7,27.7,88.2,54.7,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13112.21,9680.12,444.5,431.7,53.7,41.7,4.6,0.0,2019
150162990250034,School,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,738.0,0.1,98.2,1.5,4.1,0.1,0.3,1.6,18.6,0.8,17.9,94.4,1.9,178.0,80.6,100.0,14.2,31.3,85.1,96.1,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12596.51,9248.69,398.5,393.4,70.3,24.3,2.9,0.0,2019
150162990250035,School,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,954.0,5.8,12.8,70.4,8.2,1.3,1.0,0.5,24.3,34.1,20.3,94.1,1.3,178.0,89.2,55.1,9.4,28.3,89.4,48.8,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,14012.62,10514.0,421.9,421.1,63.3,28.4,7.4,0.9,2019
150162990250036,School,Schurz High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Targeted,EL,Schoolwide Title I Program,1607.0,5.4,9.9,81.8,1.4,0.3,0.4,0.8,25.0,22.8,21.0,88.6,3.6,178.0,86.3,60.6,8.1,27.3,85.6,57.6,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13030.01,9648.24,429.5,423.5,58.5,28.4,10.1,0.6,2019
150162990250037,School,Senn High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1414.0,10.8,25.4,42.0,18.1,0.8,0.5,2.4,21.3,18.3,13.3,79.6,0.6,178.0,90.6,44.8,5.8,24.9,90.7,37.8,4.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11905.27,8770.67,489.3,487.9,29.3,41.1,28.1,1.5,2019
150162990250039,School,King College Prep High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,514.0,0.2,94.2,4.1,0.6,0.2,0.2,0.8,15.4,2.5,11.9,79.2,5.6,178.0,89.8,61.7,3.6,20.5,89.1,42.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,15110.72,11162.43,517.7,508.0,12.6,61.2,25.2,1.0,2019
150162990250041,School,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1227.0,8.9,15.8,71.4,2.3,0.1,0.5,1.1,22.4,21.7,18.2,82.9,3.6,178.0,86.2,68.1,9.4,28.9,90.6,61.8,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12669.84,9503.11,435.3,417.5,62.9,28.6,7.4,0.6,2019
150162990250042,School,Sullivan High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,654.0,7.0,39.4,34.9,17.3,0.5,0.2,0.8,25.2,45.3,23.1,88.1,6.7,178.0,84.5,84.4,7.1,23.6,85.4,62.5,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,16223.41,12170.08,400.6,420.8,64.0,25.7,9.7,0.6,2019
150162990250043,School,Taft High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,,3398.0,46.9,2.2,39.8,8.0,0.2,0.3,2.5,19.2,8.8,11.9,46.6,0.6,178.0,90.5,40.2,4.6,27.6,95.2,35.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,10528.24,7403.32,501.5,491.0,29.8,37.3,30.5,2.5,2019
150162990250044,School,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,214.0,10.3,49.1,39.3,0.9,0.2,0.3,0.5,36.9,14.5,33.2,93.5,26.2,178.0,80.9,100.0,21.4,21.4,84.4,93.4,2.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,21611.56,16306.94,391.4,398.8,70.2,21.6,1.3,0.0,2019
150162990250046,School,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1772.0,16.4,9.8,57.6,13.4,0.1,0.6,2.0,13.3,2.8,5.8,66.3,0.5,178.0,92.7,32.3,1.0,29.7,95.0,22.1,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,10564.66,7765.94,519.8,532.5,13.7,35.8,45.6,4.9,2019
150162990250047,School,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",2104.0,28.7,21.3,33.2,12.2,0.1,0.4,4.0,20.2,3.4,9.0,46.8,1.3,178.0,90.7,38.2,3.9,27.4,93.1,32.5,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,9991.52,7240.09,532.3,540.4,13.4,35.0,44.4,7.1,2019
150162990250048,School,Washington G High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1435.0,4.8,4.8,88.5,0.2,0.2,1.0,0.6,18.5,15.3,15.1,85.8,2.4,178.0,89.7,53.3,5.5,27.2,89.3,42.1,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11212.74,8123.67,452.5,443.5,47.5,43.2,8.4,0.9,2019
150162990250049,School,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,358.0,5.0,47.8,44.7,0.6,0.2,0.3,2.0,31.6,14.5,25.7,89.7,8.4,178.0,86.2,54.0,8.4,26.4,72.1,64.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,15790.46,11793.81,408.6,406.7,69.1,25.2,2.2,0.0,2019
150162990250052,School,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,428.0,0.7,73.4,24.1,0.9,0.2,0.2,0.5,11.7,1.2,6.3,86.7,2.8,178.0,84.7,88.6,4.7,25.5,76.1,67.2,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12814.21,9738.53,462.2,457.7,41.2,48.2,9.6,0.9,2019
